success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,participant_gender,stimulus,response,timeout,failed_images,failed_audio,failed_video,figure,difficulty,response_time_seconds,text_response,word_count,response_index,question_order,file_name
NA,11243,survey-text,15,2.0.0,333601,pqjqugmkws8,NA,NA,NA,"{""image_description"":""Lowercase e without the hole in the middle.""}",NA,NA,NA,NA,stimuli/62.jpg,medium,NA,Lowercase e without the hole in the middle.,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,180646,survey-text,16,2.0.0,514250,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A jagged shape with four main protruding parts.""}",NA,NA,NA,NA,stimuli/142.jpg,hard,NA,A jagged shape with four main protruding parts.,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,30098,survey-text,17,2.0.0,544352,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A sharp shape that looks like a side profile of an open mouth, like a fish that's about to take a bite.""}",NA,NA,NA,NA,stimuli/102.jpg,medium,NA,"A sharp shape that looks like a side profile of an open mouth, like a fish that's about to take a bite.",22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,29253,survey-text,18,2.0.0,573607,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A trapezoid like shape with a small triangle sticking out the side and a triangle cut out of it right below.""}",NA,NA,NA,NA,stimuli/38.jpg,easy,NA,A trapezoid like shape with a small triangle sticking out the side and a triangle cut out of it right below.,21,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,26261,survey-text,19,2.0.0,599871,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A five-sided shape that looks like a quadrilatera with one small side taken out.""}",NA,NA,NA,NA,stimuli/14.jpg,easy,NA,A five-sided shape that looks like a quadrilatera with one small side taken out.,14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,37511,survey-text,20,2.0.0,637384,pqjqugmkws8,NA,NA,NA,"{""image_description"":""Two long sides with a jagged connector between them.""}",NA,NA,NA,NA,stimuli/46.jpg,easy,NA,Two long sides with a jagged connector between them.,9,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,13327,survey-text,21,2.0.0,650715,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A heart like shape with a bait hook on the bottom.""}",NA,NA,NA,NA,stimuli/70.jpg,medium,NA,A heart like shape with a bait hook on the bottom.,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,37286,survey-text,22,2.0.0,688003,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A sharp shape that looks like a drill or crystal with wings.""}",NA,NA,NA,NA,stimuli/86.jpg,medium,NA,A sharp shape that looks like a drill or crystal with wings.,12,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,30527,survey-text,23,2.0.0,718532,pqjqugmkws8,NA,NA,NA,"{""image_description"":""A large, multifaceted shape with four main sections coming out of the center.""}",NA,NA,NA,NA,stimuli/158.jpg,hard,NA,"A large, multifaceted shape with four main sections coming out of the center.",13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,7307,survey-text,24,2.0.0,725842,pqjqugmkws8,NA,NA,NA,"{""participant_major"":""Cognitive science, design and interaction""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
NA,1522,survey-multi-choice,25,2.2.0,727368,pqjqugmkws8,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pqjqugmkws8_1772163868047.csv
TRUE,3765,fullscreen,0,null,4787,pr3s8uyrb03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,21288,html-keyboard-response,1,2.0.0,26078,pr3s8uyrb03,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,3718,survey-text,2,2.0.0,29874,pr3s8uyrb03,NA,NA,NA,"{""participant_id"":""zebra""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
TRUE,NA,preload,3,2.0.0,30236,pr3s8uyrb03,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,17100,survey-text,4,2.0.0,47342,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""badly drawn triangle""}",NA,NA,NA,NA,stimuli/21.jpg,easy,NA,badly drawn triangle,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,37300,survey-text,5,2.0.0,84649,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""triangle with tip down on top on a rectangle (horizontal) with a jagged bottom""}",NA,NA,NA,NA,stimuli/109.jpg,hard,NA,triangle with tip down on top on a rectangle (horizontal) with a jagged bottom,14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,151346,survey-text,6,2.0.0,236001,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""roughly a triangle tip slightly diangonally left leaning. There is a little triangle tip down at the 12 oclock position touching the large triangle. On hte left most side of the large triangle is a wide cutout in the shape of a house silouette if drawn by a kid. this house cutout is perfectly perpendicular to the rightmost side of the triangle""}",NA,NA,NA,NA,stimuli/149.jpg,hard,NA,roughly a triangle tip slightly diangonally left leaning. There is a little triangle tip down at the 12 oclock position touching the large triangle. On hte left most side of the large triangle is a wide cutout in the shape of a house silouette if drawn by a kid. this house cutout is perfectly perpendicular to the rightmost side of the triangle,62,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,178707,survey-text,7,2.0.0,414707,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""looks like a bird on a rock. The rock is a rectangle shape. the bird is on the right most part of the rectangle and hangs off the right side. the bird shape is roughly a parallelogram for the legs. an upsidedown triangle for the head and a not quite rectangle for the body and wings. the wing portion reaches the top height of the head""}",NA,NA,NA,NA,stimuli/125.jpg,hard,NA,looks like a bird on a rock. The rock is a rectangle shape. the bird is on the right most part of the rectangle and hangs off the right side. the bird shape is roughly a parallelogram for the legs. an upsidedown triangle for the head and a not quite rectangle for the body and wings. the wing portion reaches the top height of the head,66,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,32798,survey-text,8,2.0.0,447512,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""fat drunken triton with a stubby bottom. leans to the left""}",NA,NA,NA,NA,stimuli/53.jpg,easy,NA,fat drunken triton with a stubby bottom. leans to the left,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,36812,survey-text,9,2.0.0,484330,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""a square with jagged cutouts aroudn the edges, mostly triangles. no cutouts on right side""}",NA,NA,NA,NA,stimuli/133.jpg,hard,NA,"a square with jagged cutouts aroudn the edges, mostly triangles. no cutouts on right side",15,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,47064,survey-text,10,2.0.0,531399,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""square with two traingle cutouts on left side (small). one triangle cut out of the bottom right corner and one cut out (very large) on right side, triangle facing up. ""}",NA,NA,NA,NA,stimuli/61.jpg,medium,NA,"square with two traingle cutouts on left side (small). one triangle cut out of the bottom right corner and one cut out (very large) on right side, triangle facing up.",30,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,85767,survey-text,11,2.0.0,617192,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""a rounded square with cutouts. cutout 1 is on bottom left corner, is a rectangle diagonally right reaching to center of square. 3 traingle cutouts along bottom of large shape (small)""}",NA,NA,NA,NA,stimuli/101.jpg,medium,NA,"a rounded square with cutouts. cutout 1 is on bottom left corner, is a rectangle diagonally right reaching to center of square. 3 traingle cutouts along bottom of large shape (small)",31,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,74470,survey-text,12,2.0.0,691665,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""top, left and bottom left points of a star with the right side mishapen. There  is no right point and the bottom right point is bent""}",NA,NA,NA,NA,stimuli/45.jpg,easy,NA,"top, left and bottom left points of a star with the right side mishapen. There  is no right point and the bottom right point is bent",26,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,109025,survey-text,13,2.0.0,800695,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""roughly a rectangle with cutouts. one trianlgle on bottom pointing up, reaches 1/3 of height. One big cutout on top right corner diagnally down and left. shape of a crow head if just the silouette""}",NA,NA,NA,NA,stimuli/93.jpg,medium,NA,"roughly a rectangle with cutouts. one trianlgle on bottom pointing up, reaches 1/3 of height. One big cutout on top right corner diagnally down and left. shape of a crow head if just the silouette",35,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,24483,survey-text,14,2.0.0,825181,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""triangle with longest tip facing diagonally bottom left corner""}",NA,NA,NA,NA,stimuli/5.jpg,easy,NA,triangle with longest tip facing diagonally bottom left corner,9,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,32167,survey-text,15,2.0.0,857352,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""bruh. like the letter G if only made of sharp edges. ""}",NA,NA,NA,NA,stimuli/85.jpg,medium,NA,bruh. like the letter G if only made of sharp edges.,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,75602,survey-text,16,2.0.0,932957,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""portrait (portait vs landscape directions) rectangle with a sharp triangle from center of right side. triangle points diagonally up to top right conrer. ""}",NA,NA,NA,NA,stimuli/77.jpg,medium,NA,portrait (portait vs landscape directions) rectangle with a sharp triangle from center of right side. triangle points diagonally up to top right conrer.,23,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,63337,survey-text,17,2.0.0,996294,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""square with many cutouts all aimed in towards the center 4 large cutouts and rough edges. ""}",NA,NA,NA,NA,stimuli/157.jpg,hard,NA,square with many cutouts all aimed in towards the center 4 large cutouts and rough edges.,16,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,115130,survey-text,18,2.0.0,1111425,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""roughly a square with cutouts. 1) on top, triangle facing diagonally down to left side. 2) trop left side diagonlly right facing triangle. 3) rectangle (small) on bottom left""}",NA,NA,NA,NA,stimuli/69.jpg,medium,NA,"roughly a square with cutouts. 1) on top, triangle facing diagonally down to left side. 2) trop left side diagonlly right facing triangle. 3) rectangle (small) on bottom left",29,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,150798,survey-text,19,2.0.0,1262223,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""thin rectnagle at the 2oclock and 7 oclock postion. verticle off that is 2 shapes. 1) a triangle with point facing up is at far left edge and base is 1/3 of thin rectangle. 2) an upsidedown cheesegrater shape jsut to the right of the triangle and its liek there is a triangle laying on its side on top of the upsidedown cheese grater. ""}",NA,NA,NA,NA,stimuli/37.jpg,easy,NA,thin rectnagle at the 2oclock and 7 oclock postion. verticle off that is 2 shapes. 1) a triangle with point facing up is at far left edge and base is 1/3 of thin rectangle. 2) an upsidedown cheesegrater shape jsut to the right of the triangle and its liek there is a triangle laying on its side on top of the upsidedown cheese grater.,64,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,92082,survey-text,20,2.0.0,1354336,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""rectangle that has been made wider on the right short side. then an L shape has been cut in the right side""}",NA,NA,NA,NA,stimuli/13.jpg,easy,NA,rectangle that has been made wider on the right short side. then an L shape has been cut in the right side,22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,18830,survey-text,21,2.0.0,1373172,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""stopsign with the bottom left being a square""}",NA,NA,NA,NA,stimuli/29.jpg,easy,NA,stopsign with the bottom left being a square,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,35475,survey-text,22,2.0.0,1408652,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""take a square and make many jagged cutouts of usually traingle shapes""}",NA,NA,NA,NA,stimuli/141.jpg,hard,NA,take a square and make many jagged cutouts of usually traingle shapes,12,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,20681,survey-text,23,2.0.0,1429338,pr3s8uyrb03,NA,NA,NA,"{""image_description"":""like a silouettle of a t-rex on a rock on a smaller rock""}",NA,NA,NA,NA,stimuli/117.jpg,hard,NA,like a silouettle of a t-rex on a rock on a smaller rock,13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,7669,survey-text,24,2.0.0,1437012,pr3s8uyrb03,NA,NA,NA,"{""participant_major"":""Cognitive Science""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
NA,2298,survey-multi-choice,25,2.2.0,1439312,pr3s8uyrb03,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pr3s8uyrb03_1772140528404.csv
TRUE,1034,fullscreen,0,null,2040,prfhaab2udy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,1495,html-keyboard-response,1,2.0.0,3538,prfhaab2udy,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,2306,survey-text,2,2.0.0,5850,prfhaab2udy,NA,NA,NA,"{""participant_id"":""rabbit""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
TRUE,NA,preload,3,2.0.0,6094,prfhaab2udy,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,44140,survey-text,4,2.0.0,50240,prfhaab2udy,NA,NA,NA,"{""image_description"":""lopsided crown""}",NA,NA,NA,NA,stimuli/83.jpg,medium,NA,lopsided crown,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,7096,survey-text,5,2.0.0,57338,prfhaab2udy,NA,NA,NA,"{""image_description"":""beak""}",NA,NA,NA,NA,stimuli/43.jpg,easy,NA,beak,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,4532,survey-text,6,2.0.0,61872,prfhaab2udy,NA,NA,NA,"{""image_description"":""bird""}",NA,NA,NA,NA,stimuli/155.jpg,hard,NA,bird,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,8465,survey-text,7,2.0.0,70339,prfhaab2udy,NA,NA,NA,"{""image_description"":""upsided down bat""}",NA,NA,NA,NA,stimuli/75.jpg,medium,NA,upsided down bat,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,13615,survey-text,8,2.0.0,83955,prfhaab2udy,NA,NA,NA,"{""image_description"":""new hampshire ""}",NA,NA,NA,NA,stimuli/35.jpg,easy,NA,new hampshire,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5182,survey-text,9,2.0.0,89139,prfhaab2udy,NA,NA,NA,"{""image_description"":""bird""}",NA,NA,NA,NA,stimuli/123.jpg,hard,NA,bird,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5132,survey-text,10,2.0.0,94273,prfhaab2udy,NA,NA,NA,"{""image_description"":""elephant""}",NA,NA,NA,NA,stimuli/59.jpg,medium,NA,elephant,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5783,survey-text,11,2.0.0,100057,prfhaab2udy,NA,NA,NA,"{""image_description"":""no clue""}",NA,NA,NA,NA,stimuli/147.jpg,hard,NA,no clue,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,11564,survey-text,12,2.0.0,111622,prfhaab2udy,NA,NA,NA,"{""image_description"":""no clue""}",NA,NA,NA,NA,stimuli/99.jpg,medium,NA,no clue,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5999,survey-text,13,2.0.0,117623,prfhaab2udy,NA,NA,NA,"{""image_description"":""triangle""}",NA,NA,NA,NA,stimuli/3.jpg,easy,NA,triangle,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5382,survey-text,14,2.0.0,123007,prfhaab2udy,NA,NA,NA,"{""image_description"":""pistol""}",NA,NA,NA,NA,stimuli/19.jpg,easy,NA,pistol,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,4532,survey-text,15,2.0.0,127540,prfhaab2udy,NA,NA,NA,"{""image_description"":""no clue""}",NA,NA,NA,NA,stimuli/27.jpg,easy,NA,no clue,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,5749,survey-text,16,2.0.0,133291,prfhaab2udy,NA,NA,NA,"{""image_description"":""diamond""}",NA,NA,NA,NA,stimuli/11.jpg,easy,NA,diamond,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,7480,survey-text,17,2.0.0,140773,prfhaab2udy,NA,NA,NA,"{""image_description"":""no clue""}",NA,NA,NA,NA,stimuli/115.jpg,hard,NA,no clue,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,8849,survey-text,18,2.0.0,149623,prfhaab2udy,NA,NA,NA,"{""image_description"":""duck""}",NA,NA,NA,NA,stimuli/91.jpg,medium,NA,duck,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,12633,survey-text,19,2.0.0,162257,prfhaab2udy,NA,NA,NA,"{""image_description"":""no clue""}",NA,NA,NA,NA,stimuli/107.jpg,hard,NA,no clue,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,3900,survey-text,20,2.0.0,166158,prfhaab2udy,NA,NA,NA,"{""image_description"":""frog""}",NA,NA,NA,NA,stimuli/139.jpg,hard,NA,frog,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,2682,survey-text,21,2.0.0,168841,prfhaab2udy,NA,NA,NA,"{""image_description"":""fish""}",NA,NA,NA,NA,stimuli/51.jpg,easy,NA,fish,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,3748,survey-text,22,2.0.0,172591,prfhaab2udy,NA,NA,NA,"{""image_description"":""blob fish""}",NA,NA,NA,NA,stimuli/67.jpg,medium,NA,blob fish,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,7931,survey-text,23,2.0.0,180523,prfhaab2udy,NA,NA,NA,"{""image_description"":""dinosaur""}",NA,NA,NA,NA,stimuli/131.jpg,hard,NA,dinosaur,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,10037,survey-text,24,2.0.0,190561,prfhaab2udy,NA,NA,NA,"{""participant_major"":""cognitive and behavioral neuroscience""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
NA,1961,survey-multi-choice,25,2.2.0,192524,prfhaab2udy,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfhaab2udy_1772737533119.csv
TRUE,1946966,fullscreen,0,null,1947966,prfqr2th7ko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
NA,37774,html-keyboard-response,1,2.0.0,1985743,prfqr2th7ko,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
NA,2632,survey-text,2,2.0.0,1988378,prfqr2th7ko,NA,NA,NA,"{""participant_id"":""lemur""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
TRUE,NA,preload,3,2.0.0,1988545,prfqr2th7ko,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
NA,43860,survey-text,4,2.0.0,2032407,prfqr2th7ko,NA,NA,NA,"{""image_description"":""the shape is boxy, and has multiple corners, with many parts of the body coming out. it looks as if it is an animal with its head tilted to the right, with horns on each side""}",NA,NA,NA,NA,stimuli/107.jpg,hard,NA,"the shape is boxy, and has multiple corners, with many parts of the body coming out. it looks as if it is an animal with its head tilted to the right, with horns on each side",36,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
NA,41670,survey-text,5,2.0.0,2074079,prfqr2th7ko,NA,NA,NA,"{""image_description"":""this looks like it is an animal, such as a monkey, that is sitting on a small chair, and the perspective is on the monkey's left side.""}",NA,NA,NA,NA,stimuli/139.jpg,hard,NA,"this looks like it is an animal, such as a monkey, that is sitting on a small chair, and the perspective is on the monkey's left side.",27,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/prfqr2th7ko_1772139732842.csv
